lat,lon,conc,Submission,radius,sqrt
38.31,-122.7,38.31-122.7,1/11/16 10:43,9,3
39.16,-119.86,39.16-119.86,1/11/16 10:43,1,1
37.83,-122.22,37.83-122.22,1/11/16 10:44,5,2.236067977
47.55,-122,47.55-122,1/11/16 10:44,2,1.414213562
18.33,-64.79,18.33-64.79,1/11/16 10:45,1,1
32.75,-97.33,32.75-97.33,1/11/16 10:45,1,1
37.83,-122.1,37.83-122.1,1/11/16 10:45,5,2.236067977
38.48,-121.64,38.48-121.64,1/11/16 10:45,2,1.414213562
42.31,-83.21,42.31-83.21,1/11/16 10:45,1,1
37.67,-121.93,37.67-121.93,1/11/16 10:47,5,2.236067977
37.78,-122.43,37.78-122.43,1/11/16 10:47,11,3.31662479
37.76,-122.44,37.76-122.44,1/11/16 10:48,15,3.872983346
38.43,-122.67,38.43-122.67,1/11/16 10:48,29,5.385164807
34.12,-118.28,34.12-118.28,1/11/16 10:49,1,1
37.76,-122.39,37.76-122.39,1/11/16 10:49,13,3.605551275
37.78,-122.12,37.78-122.12,1/11/16 10:49,2,1.414213562
38.61,-121.49,38.61-121.49,1/11/16 10:49,2,1.414213562
47.39,-122.26,47.39-122.26,1/11/16 10:49,1,1
37.76,-122.44,37.76-122.44,1/11/16 10:50,16,4
37.83,-122.1,37.83-122.1,1/11/16 10:50,6,2.449489743
38.1,-122.63,38.1-122.63,1/11/16 10:51,5,2.236067977
33.6,-117.66,33.6-117.66,1/11/16 10:52,2,1.414213562
37.37,-121.86,37.37-121.86,1/11/16 10:52,1,1
37.79,-122.42,37.79-122.42,1/11/16 10:52,10,3.16227766
37.4,-122.29,37.4-122.29,1/11/16 10:53,4,2
37.89,-122.19,37.89-122.19,1/11/16 10:53,7,2.645751311
40.33,-111.57,40.33-111.57,1/11/16 10:53,3,1.732050808
32.24,-110.92,32.24-110.92,1/11/16 10:55,1,1
34,-118.43,34-118.43,1/11/16 10:56,1,1
37.76,-122.44,37.76-122.44,1/11/16 10:56,17,4.123105626
37.92,-122.51,37.92-122.51,1/11/16 10:56,6,2.449489743
38.21,-122.76,38.21-122.76,1/11/16 10:56,7,2.645751311
46.94,-113.85,46.94-113.85,1/11/16 10:56,1,1
37.4,-122.29,37.4-122.29,1/11/16 10:57,5,2.236067977
37.75,-122.43,37.75-122.43,1/11/16 10:57,14,3.741657387
47.68,-122.12,47.68-122.12,1/11/16 10:58,1,1
37.41,-122.13,37.41-122.13,1/11/16 10:59,13,3.605551275
37.74,-122.41,37.74-122.41,1/11/16 10:59,19,4.358898944
37.56,-122.37,37.56-122.37,1/11/16 11:00,10,3.16227766
37.79,-122.42,37.79-122.42,1/11/16 11:00,11,3.31662479
35.38,-119.22,35.38-119.22,1/11/16 11:01,1,1
35.45,-120.71,35.45-120.71,1/11/16 11:01,2,1.414213562
37.78,-122.24,37.78-122.24,1/11/16 11:01,2,1.414213562
37.89,-122.56,37.89-122.56,1/11/16 11:01,30,5.477225575
37.41,-122.13,37.41-122.13,1/11/16 11:02,14,3.741657387
37.44,-122.41,37.44-122.41,1/11/16 11:03,3,1.732050808
37.67,-122.08,37.67-122.08,1/11/16 11:03,3,1.732050808
41.88,-87.78,41.88-87.78,1/11/16 11:03,1,1
37.56,-122.37,37.56-122.37,1/11/16 11:05,11,3.31662479
37.78,-122.46,37.78-122.46,1/11/16 11:05,11,3.31662479
38,-122.03,38-122.03,1/11/16 11:06,1,1
38.5,-122.76,38.5-122.76,1/11/16 11:06,24,4.898979486
32.72,-117.23,32.72-117.23,1/11/16 11:07,1,1
37.41,-122.13,37.41-122.13,1/11/16 11:07,15,3.872983346
32.31,-110.92,32.31-110.92,1/11/16 11:08,1,1
39.21,-119.71,39.21-119.71,1/11/16 11:08,1,1
45.4,-122.68,45.4-122.68,1/11/16 11:08,1,1
37.93,-122.53,37.93-122.53,1/11/16 11:09,7,2.645751311
38.4,-122.86,38.4-122.86,1/11/16 11:09,24,4.898979486
42.45,-71.14,42.45-71.14,1/11/16 11:09,1,1
37.46,-122.24,37.46-122.24,1/11/16 11:10,6,2.449489743
37.76,-122.44,37.76-122.44,1/11/16 11:10,18,4.242640687
40.46,-111.63,40.46-111.63,1/11/16 11:10,1,1
32.81,-117.19,32.81-117.19,1/11/16 11:11,1,1
34.14,-118.13,34.14-118.13,1/11/16 11:11,1,1
37.55,-122.07,37.55-122.07,1/11/16 11:11,1,1
40.46,-111.63,40.46-111.63,1/11/16 11:12,2,1.414213562
37.36,-122.14,37.36-122.14,1/11/16 11:13,5,2.236067977
33.95,-84.54,33.95-84.54,1/11/16 11:14,1,1
37.9,-122.28,37.9-122.28,1/11/16 11:14,4,2
38.55,-122.15,38.55-122.15,1/11/16 11:14,4,2
38.02,-122.54,38.02-122.54,1/11/16 11:16,5,2.236067977
45.34,-122.66,45.34-122.66,1/11/16 11:16,2,1.414213562
37.75,-122.43,37.75-122.43,1/11/16 11:17,15,3.872983346
37.99,-122.58,37.99-122.58,1/11/16 11:17,5,2.236067977
37.78,-122.43,37.78-122.43,1/11/16 11:18,12,3.464101615
45.34,-122.66,45.34-122.66,1/11/16 11:18,3,1.732050808
37.99,-122.58,37.99-122.58,1/11/16 11:21,6,2.449489743
38,-122.03,38-122.03,1/11/16 11:21,2,1.414213562
37.75,-122.43,37.75-122.43,1/11/16 11:22,16,4
38.76,-121.16,38.76-121.16,1/11/16 11:22,10,3.16227766
34.08,-118.49,34.08-118.49,1/11/16 11:23,1,1
34.23,-118.24,34.23-118.24,1/11/16 11:23,2,1.414213562
37.19,-121.83,37.19-121.83,1/11/16 11:24,3,1.732050808
37.41,-122.13,37.41-122.13,1/11/16 11:24,16,4
37.89,-122.56,37.89-122.56,1/11/16 11:24,31,5.567764363
44.33,-72.98,44.33-72.98,1/11/16 11:24,1,1
38.67,-121.14,38.67-121.14,1/11/16 11:26,12,3.464101615
38.6,-121.26,38.6-121.26,1/11/16 11:28,2,1.414213562
38.68,-121.05,38.68-121.05,1/11/16 11:28,10,3.16227766
35.38,-119.2,35.38-119.2,1/11/16 11:29,1,1
37.8,-120.74,37.8-120.74,1/11/16 11:30,2,1.414213562
40.64,-73.94,40.64-73.94,1/11/16 11:30,2,1.414213562
38.8,-77.32,38.8-77.32,1/11/16 11:31,2,1.414213562
37.78,-122.24,37.78-122.24,1/11/16 11:33,3,1.732050808
42.15,-122.53,42.15-122.53,1/11/16 11:33,1,1
47.68,-122.12,47.68-122.12,1/11/16 11:37,2,1.414213562
38.67,-121.14,38.67-121.14,1/11/16 11:38,13,3.605551275
43.15,-77.44,43.15-77.44,1/11/16 11:39,1,1
37.25,-122.06,37.25-122.06,1/11/16 11:41,9,3
37.37,-122.21,37.37-122.21,1/11/16 11:41,2,1.414213562
37.86,-122.24,37.86-122.24,1/11/16 11:41,5,2.236067977
37.7,-122.45,37.7-122.45,1/11/16 11:43,1,1
34.2,-118.98,34.2-118.98,1/11/16 11:44,1,1
37.25,-122.06,37.25-122.06,1/11/16 11:46,10,3.16227766
37.73,-122.45,37.73-122.45,1/11/16 11:46,4,2
37.3,-122.09,37.3-122.09,1/11/16 11:47,13,3.605551275
37.74,-122.48,37.74-122.48,1/11/16 11:47,3,1.732050808
37.75,-122.43,37.75-122.43,1/11/16 11:47,17,4.123105626
40.67,-111.79,40.67-111.79,1/11/16 11:48,2,1.414213562
37.59,-122.4,37.59-122.4,1/11/16 11:49,3,1.732050808
37.89,-122.56,37.89-122.56,1/11/16 11:49,32,5.656854249
38.53,-122.81,38.53-122.81,1/11/16 11:49,20,4.472135955
33.55,-117.78,33.55-117.78,1/11/16 11:50,5,2.236067977
41.88,-87.78,41.88-87.78,1/11/16 11:51,2,1.414213562
37.99,-122.58,37.99-122.58,1/11/16 11:52,7,2.645751311
44.06,-116.7,44.06-116.7,1/11/16 11:53,1,1
37.23,-121.82,37.23-121.82,1/11/16 11:54,2,1.414213562
37.75,-122.43,37.75-122.43,1/11/16 11:55,18,4.242640687
37.89,-122.19,37.89-122.19,1/11/16 11:55,8,2.828427125
37.91,-122.01,37.91-122.01,1/11/16 11:55,1,1
32.72,-117.23,32.72-117.23,1/11/16 11:56,2,1.414213562
37.8,-122.43,37.8-122.43,1/11/16 11:57,14,3.741657387
33.62,-117.79,33.62-117.79,1/11/16 11:58,1,1
38.11,-122.13,38.11-122.13,1/11/16 11:58,3,1.732050808
37.76,-122.44,37.76-122.44,1/11/16 12:00,19,4.358898944
38.18,-121.73,38.18-121.73,1/11/16 12:01,1,1
34.2,-118.13,34.2-118.13,1/11/16 12:02,2,1.414213562
39.96,-86.1,39.96-86.1,1/11/16 12:02,1,1
37.72,-122.44,37.72-122.44,1/11/16 12:03,7,2.645751311
38.44,-122.78,38.44-122.78,1/11/16 12:03,6,2.449489743
38.5,-122.76,38.5-122.76,1/11/16 12:04,25,5
37.23,-121.95,37.23-121.95,1/11/16 12:05,8,2.828427125
37.76,-122.44,37.76-122.44,1/11/16 12:05,20,4.472135955
37.89,-122.03,37.89-122.03,1/11/16 12:05,5,2.236067977
37.41,-122.05,37.41-122.05,1/11/16 12:07,10,3.16227766
37.76,-122.39,37.76-122.39,1/11/16 12:08,14,3.741657387
37.45,-122.17,37.45-122.17,1/11/16 12:11,13,3.605551275
38.34,-121.42,38.34-121.42,1/11/16 12:11,1,1
38.68,-121.05,38.68-121.05,1/11/16 12:11,11,3.31662479
38.81,-121.28,38.81-121.28,1/11/16 12:11,2,1.414213562
33.74,-117.82,33.74-117.82,1/11/16 12:12,1,1
37.77,-122.41,37.77-122.41,1/11/16 12:13,7,2.645751311
37.79,-122.39,37.79-122.39,1/11/16 12:16,1,1
38.34,-121.42,38.34-121.42,1/11/16 12:16,2,1.414213562
37.8,-122.43,37.8-122.43,1/11/16 12:17,15,3.872983346
34.14,-118.16,34.14-118.16,1/11/16 12:19,4,2
37.8,-122.21,37.8-122.21,1/11/16 12:19,6,2.449489743
38.24,-122.95,38.24-122.95,1/11/16 12:19,1,1
37.78,-121.88,37.78-121.88,1/11/16 12:21,3,1.732050808
37.79,-122.42,37.79-122.42,1/11/16 12:27,12,3.464101615
38.45,-122.59,38.45-122.59,1/11/16 12:30,17,4.123105626
40.02,-105.25,40.02-105.25,1/11/16 12:30,5,2.236067977
37.91,-122.07,37.91-122.07,1/11/16 12:31,6,2.449489743
37.77,-122.27,37.77-122.27,1/11/16 12:32,8,2.828427125
38.76,-121.28,38.76-121.28,1/11/16 12:33,1,1
39.76,-104.87,39.76-104.87,1/11/16 12:33,5,2.236067977
32.79,-96.76,32.79-96.76,1/11/16 12:36,1,1
38.45,-122.59,38.45-122.59,1/11/16 12:36,18,4.242640687
37.65,-121.85,37.65-121.85,1/11/16 12:37,2,1.414213562
47.58,-122.3,47.58-122.3,1/11/16 12:38,2,1.414213562
33.48,-117.61,33.48-117.61,1/11/16 12:39,1,1
47.24,-122.53,47.24-122.53,1/11/16 12:39,1,1
37.81,-122.24,37.81-122.24,1/11/16 12:42,5,2.236067977
40.02,-105.25,40.02-105.25,1/11/16 12:43,6,2.449489743
34.01,-119.72,34.01-119.72,1/11/16 12:44,6,2.449489743
42.35,-71.06,42.35-71.06,1/11/16 12:44,1,1
37.62,-122.43,37.62-122.43,1/11/16 12:47,3,1.732050808
34.1,-118.45,34.1-118.45,1/11/16 12:48,1,1
34.23,-118.24,34.23-118.24,1/11/16 12:48,3,1.732050808
37.89,-122.56,37.89-122.56,1/11/16 12:48,33,5.744562647
37.91,-122.07,37.91-122.07,1/11/16 12:48,7,2.645751311
33.75,-117.77,33.75-117.77,1/11/16 12:52,1,1
39.76,-104.87,39.76-104.87,1/11/16 12:52,6,2.449489743
37.65,-121.85,37.65-121.85,1/11/16 12:59,3,1.732050808
47.6,-122.11,47.6-122.11,1/11/16 12:59,1,1
37.79,-122.46,37.79-122.46,1/11/16 13:00,2,1.414213562
41.27,-73.49,41.27-73.49,1/11/16 13:01,3,1.732050808
37.74,-122.41,37.74-122.41,1/11/16 13:03,20,4.472135955
37.78,-122.43,37.78-122.43,1/11/16 13:04,13,3.605551275
37.68,-121.75,37.68-121.75,1/11/16 13:05,5,2.236067977
37.45,-122.17,37.45-122.17,1/11/16 13:08,14,3.741657387
37.8,-122.43,37.8-122.43,1/11/16 13:09,16,4
37.68,-121.75,37.68-121.75,1/11/16 13:10,6,2.449489743
47.29,-122.5,47.29-122.5,1/11/16 13:10,1,1
33.9,-117.91,33.9-117.91,1/11/16 13:11,2,1.414213562
33.83,-117.6,33.83-117.6,1/11/16 13:12,1,1
37.49,-122.26,37.49-122.26,1/11/16 13:12,15,3.872983346
37.52,-122.35,37.52-122.35,1/11/16 13:12,5,2.236067977
37.89,-122.56,37.89-122.56,1/11/16 13:12,34,5.830951895
38.68,-121.05,38.68-121.05,1/11/16 13:14,12,3.464101615
34.19,-118.81,34.19-118.81,1/11/16 13:20,1,1
38.5,-122.76,38.5-122.76,1/11/16 13:22,26,5.099019514
46.55,-87.39,46.55-87.39,1/11/16 13:22,1,1
38.63,-122.89,38.63-122.89,1/11/16 13:23,5,2.236067977
38.21,-122.76,38.21-122.76,1/11/16 13:25,8,2.828427125
32.79,-96.76,32.79-96.76,1/11/16 13:28,2,1.414213562
39.38,-119.67,39.38-119.67,1/11/16 13:28,2,1.414213562
37.41,-122.13,37.41-122.13,1/11/16 13:29,17,4.123105626
37.86,-122.24,37.86-122.24,1/11/16 13:29,6,2.449489743
38.21,-122.76,38.21-122.76,1/11/16 13:30,9,3
34.26,-118.32,34.26-118.32,1/11/16 13:32,1,1
40.71,-73.99,40.71-73.99,1/11/16 13:32,8,2.828427125
41.27,-73.49,41.27-73.49,1/11/16 13:33,4,2
38.4,-122.86,38.4-122.86,1/11/16 13:35,25,5
38.45,-122.59,38.45-122.59,1/11/16 13:36,19,4.358898944
33.76,-117.79,33.76-117.79,1/11/16 13:37,1,1
38.4,-122.86,38.4-122.86,1/11/16 13:38,26,5.099019514
37.74,-122.44,37.74-122.44,1/11/16 13:41,5,2.236067977
38.53,-121.66,38.53-121.66,1/11/16 13:41,5,2.236067977
38.45,-122.59,38.45-122.59,1/11/16 13:42,20,4.472135955
37.68,-121.75,37.68-121.75,1/11/16 13:43,7,2.645751311
37.75,-122.43,37.75-122.43,1/11/16 13:44,19,4.358898944
37.79,-122.46,37.79-122.46,1/11/16 13:44,3,1.732050808
38.45,-122.59,38.45-122.59,1/11/16 13:45,21,4.582575695
38.4,-122.86,38.4-122.86,1/11/16 13:48,27,5.196152423
34.2,-118.13,34.2-118.13,1/11/16 13:55,3,1.732050808
37.5,-122.3,37.5-122.3,1/11/16 13:55,2,1.414213562
37.83,-122.22,37.83-122.22,1/11/16 13:57,6,2.449489743
38.34,-122.7,38.34-122.7,1/11/16 13:58,7,2.645751311
38.74,-121.25,38.74-121.25,1/11/16 13:58,6,2.449489743
42.48,-71.46,42.48-71.46,1/11/16 14:06,2,1.414213562
38.31,-122.64,38.31-122.64,1/11/16 14:10,3,1.732050808
47.75,-122.29,47.75-122.29,1/11/16 14:10,1,1
37.98,-122.6,37.98-122.6,1/11/16 14:15,2,1.414213562
38.4,-122.86,38.4-122.86,1/11/16 14:18,28,5.291502622
38.58,-121.37,38.58-121.37,1/11/16 14:18,8,2.828427125
38.65,-121.25,38.65-121.25,1/11/16 14:18,3,1.732050808
37.45,-122.17,37.45-122.17,1/11/16 14:22,15,3.872983346
37.83,-122.22,37.83-122.22,1/11/16 14:25,7,2.645751311
39.73,-105.21,39.73-105.21,1/11/16 14:31,2,1.414213562
37.76,-122.39,37.76-122.39,1/11/16 14:36,15,3.872983346
38.4,-122.86,38.4-122.86,1/11/16 14:36,29,5.385164807
38.5,-122.76,38.5-122.76,1/11/16 14:36,27,5.196152423
37.79,-122.42,37.79-122.42,1/11/16 14:39,13,3.605551275
37.8,-122.43,37.8-122.43,1/11/16 14:44,17,4.123105626
37.79,-122.42,37.79-122.42,1/11/16 14:47,14,3.741657387
38.1,-122.63,38.1-122.63,1/11/16 14:47,6,2.449489743
37.77,-122.27,37.77-122.27,1/11/16 15:02,9,3
39.59,-105.01,39.59-105.01,1/11/16 15:03,5,2.236067977
37.75,-122.43,37.75-122.43,1/11/16 15:04,20,4.472135955
38.67,-121.14,38.67-121.14,1/11/16 15:06,14,3.741657387
39.59,-105.01,39.59-105.01,1/11/16 15:08,6,2.449489743
37.78,-121.99,37.78-121.99,1/11/16 15:12,1,1
33.83,-118.38,33.83-118.38,1/11/16 15:14,3,1.732050808
37.76,-122.44,37.76-122.44,1/11/16 15:15,21,4.582575695
37.9,-122.11,37.9-122.11,1/11/16 15:16,6,2.449489743
38.02,-122.54,38.02-122.54,1/11/16 15:17,6,2.449489743
37.41,-122.13,37.41-122.13,1/11/16 15:18,18,4.242640687
38.06,-122.54,38.06-122.54,1/11/16 15:18,2,1.414213562
37.9,-122.11,37.9-122.11,1/11/16 15:21,7,2.645751311
34.19,-118.81,34.19-118.81,1/11/16 15:22,2,1.414213562
37.34,-121.88,37.34-121.88,1/11/16 15:31,2,1.414213562
38.24,-122.46,38.24-122.46,1/11/16 15:34,5,2.236067977
38.49,-121.53,38.49-121.53,1/11/16 15:34,7,2.645751311
37.77,-122.49,37.77-122.49,1/11/16 15:37,4,2
35.29,-111.32,35.29-111.32,1/11/16 15:38,1,1
37.54,-122.5,37.54-122.5,1/11/16 15:38,1,1
38.5,-122.76,38.5-122.76,1/11/16 15:38,28,5.291502622
34.14,-118.16,34.14-118.16,1/11/16 15:39,5,2.236067977
37.57,-122.32,37.57-122.32,1/11/16 15:40,3,1.732050808
39.59,-105.01,39.59-105.01,1/11/16 15:41,7,2.645751311
38.5,-122.76,38.5-122.76,1/11/16 15:42,29,5.385164807
34.14,-118.16,34.14-118.16,1/11/16 15:43,6,2.449489743
39.59,-105.01,39.59-105.01,1/11/16 15:50,8,2.828427125
40.88,-111.82,40.88-111.82,1/11/16 15:51,2,1.414213562
26.11,-80.39,26.11-80.39,1/11/16 15:57,1,1
37.57,-122.32,37.57-122.32,1/11/16 15:58,4,2
38.62,-122.61,38.62-122.61,1/11/16 16:00,1,1
33.6,-117.86,33.6-117.86,1/11/16 16:01,4,2
61.19,-149.94,61.19-149.94,1/11/16 16:03,1,1
37.76,-122.44,37.76-122.44,1/11/16 16:09,22,4.69041576
38.34,-122.7,38.34-122.7,1/11/16 16:10,8,2.828427125
37.76,-122.44,37.76-122.44,1/11/16 16:14,23,4.795831523
61.19,-149.94,61.19-149.94,1/11/16 16:14,2,1.414213562
34,-117.12,34-117.12,1/11/16 16:18,2,1.414213562
19.69,-155.08,19.69-155.08,1/11/16 16:22,1,1
38.85,-121.18,38.85-121.18,1/11/16 16:24,1,1
45.54,-122.67,45.54-122.67,1/11/16 16:31,1,1
34.06,-118.81,34.06-118.81,1/11/16 16:44,2,1.414213562
37.38,-122.08,37.38-122.08,1/11/16 16:50,4,2
38.21,-122.76,38.21-122.76,1/11/16 16:52,10,3.16227766
43.79,-116.38,43.79-116.38,1/11/16 16:54,1,1
38.45,-122.68,38.45-122.68,1/11/16 17:06,33,5.744562647
37,-121.87,37-121.87,1/11/16 17:07,2,1.414213562
37.76,-122.44,37.76-122.44,1/11/16 17:08,24,4.898979486
38.34,-122.7,38.34-122.7,1/11/16 17:13,9,3
47.57,-122.75,47.57-122.75,1/11/16 17:15,1,1
33.74,-117.82,33.74-117.82,1/11/16 17:19,2,1.414213562
38.21,-122.76,38.21-122.76,1/11/16 17:19,11,3.31662479
38.53,-122.81,38.53-122.81,1/11/16 17:25,21,4.582575695
42.24,-71.27,42.24-71.27,1/11/16 17:27,1,1
33.78,-117.93,33.78-117.93,1/11/16 17:29,1,1
38.43,-122.67,38.43-122.67,1/11/16 17:29,30,5.477225575
37.54,-122.3,37.54-122.3,1/11/16 17:32,6,2.449489743
37.76,-122.39,37.76-122.39,1/11/16 17:34,16,4
40.85,-124.05,40.85-124.05,1/11/16 17:36,2,1.414213562
38.53,-122.81,38.53-122.81,1/11/16 17:37,22,4.69041576
33.48,-117.61,33.48-117.61,1/11/16 17:38,2,1.414213562
33.9,-118,33.9-118,1/11/16 17:38,1,1
41.62,-70.44,41.62-70.44,1/11/16 17:39,1,1
37.74,-122.41,37.74-122.41,1/11/16 17:40,21,4.582575695
33.7,-117.79,33.7-117.79,1/11/16 17:45,1,1
37.74,-122.41,37.74-122.41,1/11/16 17:48,22,4.69041576
33.7,-117.79,33.7-117.79,1/11/16 17:50,2,1.414213562
33.91,-118.34,33.91-118.34,1/11/16 17:53,2,1.414213562
38.4,-122.86,38.4-122.86,1/11/16 17:55,30,5.477225575
47.54,-122.31,47.54-122.31,1/11/16 17:59,2,1.414213562
35.33,-119.02,35.33-119.02,1/11/16 18:01,1,1
38.21,-122.76,38.21-122.76,1/11/16 18:01,12,3.464101615
37.56,-122.37,37.56-122.37,1/11/16 18:03,12,3.464101615
38.21,-122.76,38.21-122.76,1/11/16 18:08,13,3.605551275
44.9,-122.92,44.9-122.92,1/11/16 18:08,1,1
33.02,-97.09,33.02-97.09,1/11/16 18:17,1,1
33.02,-97.09,33.02-97.09,1/11/16 18:18,2,1.414213562
33.02,-97.09,33.02-97.09,1/11/16 18:25,3,1.732050808
33.48,-117.61,33.48-117.61,1/11/16 18:28,3,1.732050808
33.48,-117.61,33.48-117.61,1/11/16 18:29,4,2
37.8,-120.74,37.8-120.74,1/11/16 18:34,3,1.732050808
38.53,-121.66,38.53-121.66,1/11/16 18:35,6,2.449489743
37.9,-122.26,37.9-122.26,1/11/16 18:36,2,1.414213562
38.35,-121.93,38.35-121.93,1/11/16 18:41,1,1
37.37,-122.21,37.37-122.21,1/11/16 18:43,3,1.732050808
38.4,-122.86,38.4-122.86,1/11/16 18:47,31,5.567764363
34.03,-118.43,34.03-118.43,1/11/16 18:56,1,1
38.44,-122.78,38.44-122.78,1/11/16 18:57,7,2.645751311
38.21,-122.76,38.21-122.76,1/11/16 19:07,14,3.741657387
41.06,-73.63,41.06-73.63,1/11/16 19:08,1,1
37.7,-122.12,37.7-122.12,1/11/16 19:10,1,1
37.74,-122.44,37.74-122.44,1/11/16 19:10,6,2.449489743
37.4,-122.29,37.4-122.29,1/11/16 19:24,6,2.449489743
37.79,-122.42,37.79-122.42,1/11/16 19:29,15,3.872983346
38.45,-122.68,38.45-122.68,1/11/16 19:29,34,5.830951895
37.7,-122.12,37.7-122.12,1/11/16 19:32,2,1.414213562
37.98,-122.15,37.98-122.15,1/11/16 19:34,3,1.732050808
37.45,-122.17,37.45-122.17,1/11/16 19:36,16,4
38.81,-121.28,38.81-121.28,1/11/16 19:39,3,1.732050808
40.56,-111.72,40.56-111.72,1/11/16 19:50,4,2
37.45,-122.17,37.45-122.17,1/11/16 20:06,17,4.123105626
37.28,-121.94,37.28-121.94,1/11/16 20:08,1,1
41.66,-70.93,41.66-70.93,1/11/16 20:08,1,1
37.86,-122.07,37.86-122.07,1/11/16 20:11,1,1
38.06,-122.54,38.06-122.54,1/11/16 20:14,3,1.732050808
34.46,-118.57,34.46-118.57,1/11/16 20:16,1,1
40.18,-75.45,40.18-75.45,1/11/16 20:16,1,1
37.45,-122.1,37.45-122.1,1/11/16 20:23,8,2.828427125
38.67,-121.14,38.67-121.14,1/11/16 20:23,15,3.872983346
37.73,-122.24,37.73-122.24,1/11/16 20:26,3,1.732050808
38.68,-121.05,38.68-121.05,1/11/16 20:27,13,3.605551275
33.48,-117.61,33.48-117.61,1/11/16 20:30,5,2.236067977
37.71,-122.16,37.71-122.16,1/11/16 20:31,1,1
34.01,-117.85,34.01-117.85,1/11/16 20:32,1,1
37.45,-122.1,37.45-122.1,1/11/16 20:33,9,3
37.35,-122.03,37.35-122.03,1/11/16 20:35,5,2.236067977
38.43,-122.67,38.43-122.67,1/11/16 20:39,31,5.567764363
37.89,-122.56,37.89-122.56,1/11/16 20:49,35,5.916079783
37.74,-122.48,37.74-122.48,1/11/16 20:50,4,2
38.21,-122.76,38.21-122.76,1/11/16 20:55,15,3.872983346
35.89,-106.28,35.89-106.28,1/11/16 21:01,1,1
35.67,-105.95,35.67-105.95,1/11/16 21:02,2,1.414213562
47.67,-122.34,47.67-122.34,1/11/16 21:06,1,1
34.51,-119.29,34.51-119.29,1/11/16 21:07,3,1.732050808
37.76,-122.44,37.76-122.44,1/11/16 21:08,25,5
37.84,-121.97,37.84-121.97,1/11/16 21:11,3,1.732050808
38.45,-122.68,38.45-122.68,1/11/16 21:13,35,5.916079783
34.51,-119.29,34.51-119.29,1/11/16 21:14,4,2
38.21,-122.76,38.21-122.76,1/11/16 21:14,16,4
38.68,-121.05,38.68-121.05,1/11/16 21:14,14,3.741657387
37.56,-122.37,37.56-122.37,1/11/16 21:17,13,3.605551275
33.53,-117.7,33.53-117.7,1/11/16 21:18,2,1.414213562
37.44,-121.99,37.44-121.99,1/11/16 21:18,1,1
37.84,-121.97,37.84-121.97,1/11/16 21:31,4,2
38.45,-122.68,38.45-122.68,1/11/16 21:31,36,6
37.78,-122.46,37.78-122.46,1/11/16 21:38,12,3.464101615
38.43,-122.67,38.43-122.67,1/11/16 21:39,32,5.656854249
34.44,-119.61,34.44-119.61,1/11/16 21:43,2,1.414213562
38.43,-122.67,38.43-122.67,1/11/16 22:00,33,5.744562647
37.74,-122.41,37.74-122.41,1/11/16 22:12,23,4.795831523
38.53,-122.81,38.53-122.81,1/11/16 22:16,23,4.795831523
37.81,-122.24,37.81-122.24,1/11/16 22:25,6,2.449489743
37.34,-121.95,37.34-121.95,1/11/16 23:15,3,1.732050808
37.83,-122.22,37.83-122.22,1/11/16 23:36,8,2.828427125
37.83,-122.22,37.83-122.22,1/12/16 0:14,9,3
37.83,-122.22,37.83-122.22,1/12/16 0:18,10,3.16227766
37.91,-122.01,37.91-122.01,1/12/16 3:23,2,1.414213562
40.71,-73.99,40.71-73.99,1/12/16 5:25,9,3
41.06,-73.86,41.06-73.86,1/12/16 5:42,1,1
41.06,-73.86,41.06-73.86,1/12/16 5:49,2,1.414213562
34,-117.12,34-117.12,1/12/16 5:59,3,1.732050808
37.56,-122.37,37.56-122.37,1/12/16 6:02,14,3.741657387
37.62,-122.43,37.62-122.43,1/12/16 6:35,4,2
33.14,-96.81,33.14-96.81,1/12/16 6:40,3,1.732050808
37.9,-122.26,37.9-122.26,1/12/16 7:27,3,1.732050808
37.95,-122.07,37.95-122.07,1/12/16 7:31,3,1.732050808
37.74,-122.44,37.74-122.44,1/12/16 7:35,7,2.645751311
37.37,-122.21,37.37-122.21,1/12/16 7:39,4,2
37.76,-122.48,37.76-122.48,1/12/16 7:41,11,3.31662479
37.74,-122.44,37.74-122.44,1/12/16 7:54,8,2.828427125
37.76,-122.48,37.76-122.48,1/12/16 7:58,12,3.464101615
38.45,-122.68,38.45-122.68,1/12/16 8:11,37,6.08276253
37.89,-122.19,37.89-122.19,1/12/16 8:12,9,3
37.9,-122.11,37.9-122.11,1/12/16 8:22,8,2.828427125
37.78,-122.43,37.78-122.43,1/12/16 8:31,14,3.741657387
38.45,-122.68,38.45-122.68,1/12/16 8:55,38,6.164414003
37.88,-121.84,37.88-121.84,1/12/16 9:04,2,1.414213562
39.64,-104.99,39.64-104.99,1/12/16 9:07,1,1
37.31,-121.93,37.31-121.93,1/12/16 9:08,1,1
37.78,-122.46,37.78-122.46,1/12/16 9:21,13,3.605551275
37.91,-122.01,37.91-122.01,1/12/16 9:38,3,1.732050808
37.89,-122.56,37.89-122.56,1/12/16 9:39,36,6
37.89,-122.47,37.89-122.47,1/12/16 9:42,5,2.236067977
37.17,-121.65,37.17-121.65,1/12/16 9:43,4,2
37.78,-122.43,37.78-122.43,1/12/16 9:45,15,3.872983346
37.17,-121.65,37.17-121.65,1/12/16 9:52,5,2.236067977
37.84,-122.53,37.84-122.53,1/12/16 9:54,2,1.414213562
